Phage,Phage_Accession,Host_Name,Host_Accession,Affinity,Source
"Stenotrophomonas phage SBP6phi1, complete genome",PQ492160.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492160.1
"Stenotrophomonas phage S28phi2, complete genome",PQ492159.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492159.1
"Stenotrophomonas phage S28phi2, complete genome",PQ492159.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492159.1
"Stenotrophomonas phage S28phi2, complete genome",PQ492159.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492159.1
"Stenotrophomonas phage S28phi2, complete genome",PQ492159.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492159.1
"Stenotrophomonas phage S28phi1, complete genome",PQ492158.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492158.1
"Stenotrophomonas phage S28phi1, complete genome",PQ492158.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492158.1
"Stenotrophomonas phage S28phi1, complete genome",PQ492158.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492158.1
"Stenotrophomonas phage S28phi1, complete genome",PQ492158.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492158.1
"Stenotrophomonas phage S72, complete genome",PQ492157.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492157.1
"Stenotrophomonas phage S72, complete genome",PQ492157.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492157.1
"Stenotrophomonas phage S72, complete genome",PQ492157.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492157.1
"Stenotrophomonas phage S72, complete genome",PQ492157.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492157.1
"Stenotrophomonas phage KB824, complete genome",PQ434693.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434693.1
"Stenotrophomonas phage KB824, complete genome",PQ434693.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434693.1
"Stenotrophomonas phage KB824, complete genome",PQ434693.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434693.1
"Stenotrophomonas phage KB824, complete genome",PQ434693.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434693.1
"Stenotrophomonas phage ANB28, complete genome",PQ434692.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434692.1
"Stenotrophomonas phage ANB28, complete genome",PQ434692.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434692.1
"Stenotrophomonas phage ANB28, complete genome",PQ434692.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434692.1
"Stenotrophomonas phage ANB28, complete genome",PQ434692.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434692.1
"Stenotrophomonas phage SBP2phi2, complete genome",PQ074228.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ074228.1
"Stenotrophomonas phage SBP2phi2, complete genome",PQ074228.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ074228.1
"Stenotrophomonas phage SBP2phi2, complete genome",PQ074228.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ074228.1
"Stenotrophomonas phage SBP2phi2, complete genome",PQ074228.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ074228.1
"Stenotrophomonas phage vB_SmaS_QH16, complete genome",PP921744.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921744.1
"Stenotrophomonas phage vB_SmaS_QH16, complete genome",PP921744.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921744.1
"Stenotrophomonas phage vB_SmaS_QH16, complete genome",PP921744.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921744.1
"Stenotrophomonas phage vB_SmaS_QH16, complete genome",PP921744.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921744.1
"Stenotrophomonas phage vB_SmaS_BCU1, complete genome",PQ111865.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ111865.1
"Stenotrophomonas phage vB_SmaS_BCU1, complete genome",PQ111865.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ111865.1
"Stenotrophomonas phage vB_SmaS_BCU1, complete genome",PQ111865.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ111865.1
"Stenotrophomonas phage vB_SmaS_BCU1, complete genome",PQ111865.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ111865.1
"Stenotrophomonas phage vB_SmaS_QH1, complete genome",PP921743.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921743.1
"Stenotrophomonas phage vB_SmaS_QH1, complete genome",PP921743.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921743.1
"Stenotrophomonas phage vB_SmaS_QH1, complete genome",PP921743.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921743.1
"Stenotrophomonas phage vB_SmaS_QH1, complete genome",PP921743.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921743.1
"Stenotrophomonas phage vB_SmaS_QH3, complete genome",PP932004.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP932004.1
"Stenotrophomonas phage vB_SmaS_QH3, complete genome",PP932004.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP932004.1
"Stenotrophomonas phage vB_SmaS_QH3, complete genome",PP932004.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP932004.1
"Stenotrophomonas phage vB_SmaS_QH3, complete genome",PP932004.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP932004.1
"Pseudomonas phage Orisa01, complete genome",PP179329.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179329.1
"Pseudomonas phage Orisa01, complete genome",PP179329.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179329.1
"Pseudomonas phage Orisa01, complete genome",PP179329.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179329.1
"Pseudomonas phage Orisa01, complete genome",PP179329.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179329.1
"Pseudomonas phage Orisa02, complete genome",PP179328.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179328.1
"Pseudomonas phage Orisa02, complete genome",PP179328.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179328.1
"Pseudomonas phage Orisa02, complete genome",PP179328.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179328.1
"Pseudomonas phage Orisa02, complete genome",PP179328.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179328.1
"Pseudomonas phage Orimi01, complete genome",PP179326.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179326.1
"Pseudomonas phage Orimi01, complete genome",PP179326.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179326.1
"Pseudomonas phage Orimi01, complete genome",PP179326.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179326.1
"Pseudomonas phage Orimi01, complete genome",PP179326.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179326.1
"Pseudomonas phage Touem01, complete genome",PP179325.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179325.1
"Pseudomonas phage Touem01, complete genome",PP179325.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179325.1
"Pseudomonas phage Touem01, complete genome",PP179325.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179325.1
"Pseudomonas phage Touem01, complete genome",PP179325.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179325.1
"Stenotrophomonas phage cm3, complete genome",PP747256.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP747256.1
"Stenotrophomonas phage cm3, complete genome",PP747256.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP747256.1
"Stenotrophomonas phage cm3, complete genome",PP747256.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP747256.1
"Stenotrophomonas phage cm3, complete genome",PP747256.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP747256.1
"Stenotrophomonas phage CM2, complete genome",PP550502.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP550502.1
"Stenotrophomonas phage CM2, complete genome",PP550502.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP550502.1
"Stenotrophomonas phage CM2, complete genome",PP550502.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP550502.1
"Stenotrophomonas phage CM2, complete genome",PP550502.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP550502.1
"Stenotrophomonas phage Stm18, complete genome",PP554396.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP554396.1
"Stenotrophomonas phage Stm18, complete genome",PP554396.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP554396.1
"Stenotrophomonas phage Stm18, complete genome",PP554396.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP554396.1
"Stenotrophomonas phage Stm18, complete genome",PP554396.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP554396.1
"Stenotrophomonas phage RAS14, complete genome",OP752703.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OP752703.1
"Stenotrophomonas phage RAS14, complete genome",OP752703.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OP752703.1
"Stenotrophomonas phage RAS14, complete genome",OP752703.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OP752703.1
"Stenotrophomonas phage RAS14, complete genome",OP752703.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OP752703.1
"Stenotrophomonas phage SOVA965, complete genome",PP079418.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079418.1
"Stenotrophomonas phage SOVA965, complete genome",PP079418.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079418.1
"Stenotrophomonas phage SOVA965, complete genome",PP079418.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079418.1
"Stenotrophomonas phage SOVA965, complete genome",PP079418.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079418.1
"Stenotrophomonas phage SB5, complete genome",PP079417.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079417.1
"Stenotrophomonas phage SB5, complete genome",PP079417.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079417.1
"Stenotrophomonas phage SB5, complete genome",PP079417.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079417.1
"Stenotrophomonas phage SB5, complete genome",PP079417.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079417.1
"Stenotrophomonas phage SB2, complete genome",PP079416.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079416.1
"Stenotrophomonas phage SB2, complete genome",PP079416.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079416.1
"Stenotrophomonas phage SB2, complete genome",PP079416.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079416.1
"Stenotrophomonas phage SB2, complete genome",PP079416.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079416.1
"Stenotrophomonas phage StenM_174, complete genome",OR729839.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR729839.1
"Stenotrophomonas phage StenM_174, complete genome",OR729839.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR729839.1
"Stenotrophomonas phage StenM_174, complete genome",OR729839.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR729839.1
"Stenotrophomonas phage StenM_174, complete genome",OR729839.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR729839.1
"Stenotrophomonas phage vB_SmaS_Bhz63, complete genome",OR797046.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797046.1
"Stenotrophomonas phage vB_SmaS_Bhz63, complete genome",OR797046.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797046.1
"Stenotrophomonas phage vB_SmaS_Bhz63, complete genome",OR797046.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797046.1
"Stenotrophomonas phage vB_SmaS_Bhz63, complete genome",OR797046.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797046.1
"Stenotrophomonas phage vB_SmaS_Bhz60, complete genome",OR797045.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797045.1
"Stenotrophomonas phage vB_SmaS_Bhz60, complete genome",OR797045.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797045.1
"Stenotrophomonas phage vB_SmaS_Bhz60, complete genome",OR797045.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797045.1
"Stenotrophomonas phage vB_SmaS_Bhz60, complete genome",OR797045.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797045.1
"Stenotrophomonas phage vB_SmaS_Bhz59, complete genome",OR797044.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797044.1
"Stenotrophomonas phage vB_SmaS_Bhz59, complete genome",OR797044.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797044.1
"Stenotrophomonas phage vB_SmaS_Bhz59, complete genome",OR797044.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797044.1
"Stenotrophomonas phage vB_SmaS_Bhz59, complete genome",OR797044.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797044.1
"Stenotrophomonas phage vB_SmaS_Bhz58, complete genome",OR797043.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797043.1
"Stenotrophomonas phage vB_SmaS_Bhz58, complete genome",OR797043.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797043.1
"Stenotrophomonas phage vB_SmaS_Bhz58, complete genome",OR797043.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797043.1
"Stenotrophomonas phage vB_SmaS_Bhz58, complete genome",OR797043.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797043.1
"Stenotrophomonas phage vB_SmaS_Bhz55, complete genome",OR797042.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797042.1
"Stenotrophomonas phage vB_SmaS_Bhz55, complete genome",OR797042.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797042.1
"Stenotrophomonas phage vB_SmaS_Bhz55, complete genome",OR797042.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797042.1
"Stenotrophomonas phage vB_SmaS_Bhz55, complete genome",OR797042.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797042.1
"Stenotrophomonas phage vB_SmaS_Bhz54, complete genome",OR797041.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797041.1
"Stenotrophomonas phage vB_SmaS_Bhz54, complete genome",OR797041.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797041.1
"Stenotrophomonas phage vB_SmaS_Bhz54, complete genome",OR797041.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797041.1
"Stenotrophomonas phage vB_SmaS_Bhz54, complete genome",OR797041.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797041.1
"Stenotrophomonas phage vB_SmaM_Bhz51, complete genome",OR797040.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797040.1
"Stenotrophomonas phage vB_SmaM_Bhz51, complete genome",OR797040.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797040.1
"Stenotrophomonas phage vB_SmaM_Bhz51, complete genome",OR797040.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797040.1
"Stenotrophomonas phage vB_SmaM_Bhz51, complete genome",OR797040.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797040.1
"Pseudoalteromonas phage J2-1_QLiu-2017, complete genome",MF988720.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:MF988720.1
"Pseudoalteromonas phage J2-1_QLiu-2017, complete genome",MF988720.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:MF988720.1
"Pseudoalteromonas phage J2-1_QLiu-2017, complete genome",MF988720.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:MF988720.1
"Pseudoalteromonas phage J2-1_QLiu-2017, complete genome",MF988720.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:MF988720.1
"Stenotrophomonas phage StM171, complete genome",MZ611865.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:MZ611865.1
"Stenotrophomonas phage StM171, complete genome",MZ611865.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:MZ611865.1
"Stenotrophomonas phage StM171, complete genome",MZ611865.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:MZ611865.1
"Stenotrophomonas phage StM171, complete genome",MZ611865.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:MZ611865.1
"Stenotrophomonas phage StenR_269, complete genome",OR838459.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR838459.1
"Stenotrophomonas phage StenR_269, complete genome",OR838459.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR838459.1
"Stenotrophomonas phage StenR_269, complete genome",OR838459.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR838459.1
"Stenotrophomonas phage StenR_269, complete genome",OR838459.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR838459.1
"Stenotrophomonas phage BUCTxx100, complete genome",OR529409.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR529409.1
"Stenotrophomonas phage BUCTxx100, complete genome",OR529409.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR529409.1
"Stenotrophomonas phage BUCTxx100, complete genome",OR529409.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR529409.1
"Stenotrophomonas phage BUCTxx100, complete genome",OR529409.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR529409.1
"Stenotrophomonas phage BUCTxx99, complete genome",OR529408.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR529408.1
"Stenotrophomonas phage BUCTxx99, complete genome",OR529408.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR529408.1
