phage_acc,host_acc,host_organism,label,source,confidence,notes
NC_073029.1,,Xanthomonas translucens pv. translucens (DSM 18974),1,literature_curated,0.800000,NCBI: NC_073029.1
NC_073030.1,,Xanthomonas translucens pv. translucens (DSM 18974),1,literature_curated,0.800000,NCBI: NC_073030.1
NC_073032.1,,Xanthomonas sp.,1,literature_curated,0.800000,NCBI: NC_073032.1
NC_073033.1,NZ_CP150073,Xanthomonas oryzae,1,literature_curated,0.800000,NCBI: NC_073033.1
NC_073035.1,,Xanthomonas arboricola pv. juglandis IVIA 1317-1a,1,literature_curated,0.800000,NCBI: NC_073035.1
NC_073036.1,,Xanthomonas arboricola pv. juglandis IVIA 1317-1a,1,literature_curated,0.800000,NCBI: NC_073036.1
NC_073093.1,,Xanthomonas translucens pv. translucens (DSM 18974),1,literature_curated,0.800000,NCBI: NC_073093.1
NC_073095.1,,Xanthomonas translucens pv. translucens (DSM 18974),1,literature_curated,0.800000,NCBI: NC_073095.1
OR966858.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,1,literature_curated,0.800000,NCBI: OR966858.1
OQ622092.1,NZ_CP118477,Xanthomonas citri,1,literature_curated,0.800000,NCBI: OQ622092.1
OQ676962.1,,Xanthomonas sp.,1,literature_curated,0.800000,NCBI: OQ676962.1
OQ790161.1,,Xanthomonas sp.,1,literature_curated,0.800000,NCBI: OQ790161.1
OR258281.1,NZ_CP167993,Xanthomonas vesicatoria,1,literature_curated,0.800000,NCBI: OR258281.1
OR500351.1,,Xanthomonas campestris pv. campestris Tir-1,1,literature_curated,0.800000,NCBI: OR500351.1
OQ756160.1,NZ_CP118477,Xanthomonas citri,1,literature_curated,0.800000,NCBI: OQ756160.1
OP548052.1,NZ_CP167225,Xanthomonas euvesicatoria,1,literature_curated,0.800000,NCBI: OP548052.1
NC_073026.1,,Xanthomonas arboricola pv. juglandis IVIA 1317-1a,1,literature_curated,0.800000,NCBI: NC_073026.1
OQ436456.1,,Xanthomonas sp.,1,literature_curated,0.800000,NCBI: OQ436456.1
OQ427096.1,NZ_CP155948,Xanthomonas campestris pv. campestris str. 8004,1,literature_curated,0.800000,NCBI: OQ427096.1
ON960072.2,NZ_CP150073,Xanthomonas oryzae pv. oryzae,1,literature_curated,0.800000,NCBI: ON960072.2
NC_015464.1,NZ_CP172379,Campylobacter jejuni,1,literature_curated,0.800000,NCBI: NC_015464.1
NC_009543.1,NZ_CP150073,Xanthomonas oryzae,1,literature_curated,0.800000,NCBI: NC_009543.1
NC_019933.2,NZ_CP118477,Xanthomonas citri,1,literature_curated,0.800000,NCBI: NC_019933.2
NC_048147.1,NZ_CP155977,Xanthomonas campestris pv. campestris,1,literature_curated,0.800000,NCBI: NC_048147.1
NC_054461.1,NZ_CP167993,Xanthomonas vesicatoria,1,literature_curated,0.800000,NCBI: NC_054461.1
NC_055835.1,,Xanthomonas campestris pv. campestris GBBC 1419,1,literature_curated,0.800000,NCBI: NC_055835.1
NC_055836.1,,Xanthomonas campestris pv. campestris GBBC 1419,1,literature_curated,0.800000,NCBI: NC_055836.1
NC_055837.1,,Xanthomonas campestris pv. campestris GBBC 1419,1,literature_curated,0.800000,NCBI: NC_055837.1
NC_055838.1,,Xanthomonas campestris pv. campestris GBBC 1419,1,literature_curated,0.800000,NCBI: NC_055838.1
NC_055839.1,,Xanthomonas campestris pv. campestris GBBC 1412,1,literature_curated,0.800000,NCBI: NC_055839.1
OP948730.1,,Xanthomonas oryzae pv. oryzae LA1+,1,literature_curated,0.800000,NCBI: OP948730.1
MW435566.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,1,literature_curated,0.800000,NCBI: MW435566.1
ON189046.1,,Xanthomonas translucens pv. translucens (DSM 18974),1,literature_curated,0.800000,NCBI: ON189046.1
NC_069744.1,,Xanthomonas sp.,1,literature_curated,0.800000,NCBI: NC_069744.1
NC_069745.1,,Xanthomonas arboricola pv. juglandis IVIA 1317-1a,1,literature_curated,0.800000,NCBI: NC_069745.1
OR122686.1,,Salmonella sp.,1,literature_curated,0.800000,NCBI: OR122686.1
NC_073205.1,,Salmonella enterica subsp. enterica serovar Pullorum C79-13,1,literature_curated,0.800000,NCBI: NC_073205.1
PP566124.1,,Dickeya dadantii BIM B-921,1,literature_curated,0.800000,NCBI: PP566124.1
OQ603351.1,,Pseudomonas sp. AY2,1,literature_curated,0.800000,NCBI: OQ603351.1
OQ446488.1,NZ_CP166095,Xanthomonas arboricola,1,literature_curated,0.800000,NCBI: OQ446488.1
OQ603353.1,,Xanthomonas sp. Q,1,literature_curated,0.800000,NCBI: OQ603353.1
OQ603354.1,,Xanthomonas sp. SH23,1,literature_curated,0.800000,NCBI: OQ603354.1
OQ603355.1,,Xanthomonas sp. SH47,1,literature_curated,0.800000,NCBI: OQ603355.1
OQ603356.1,,Xanthomonas sp. SH48,1,literature_curated,0.800000,NCBI: OQ603356.1
OQ055246.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,1,literature_curated,0.800000,NCBI: OQ055246.1
PP756300.1,,Xanthomonas euvesicatoria KACC 18468,1,literature_curated,0.800000,NCBI: PP756300.1
PQ067315.1,,Xanthomonas campestris pv. campestris SU1,1,literature_curated,0.800000,NCBI: PQ067315.1
PP179318.1,,Pseudomonas syringae CC0094,1,literature_curated,0.800000,NCBI: PP179318.1
PP179325.1,,Pseudomonas syringae 7C,1,literature_curated,0.800000,NCBI: PP179325.1
PP179327.1,,Pseudomonas syringae 7C,1,literature_curated,0.800000,NCBI: PP179327.1
PP179328.1,,Pseudomonas syringae 7C,1,literature_curated,0.800000,NCBI: PP179328.1
PP179329.1,,Pseudomonas syringae 7C,1,literature_curated,0.800000,NCBI: PP179329.1
OQ435241.1,NZ_CP166095,Xanthomonas arboricola,1,literature_curated,0.800000,NCBI: OQ435241.1
OQ446485.1,NZ_CP166095,Xanthomonas arboricola,1,literature_curated,0.800000,NCBI: OQ446485.1
OQ603352.1,,Pseudomonas sp. SH2,1,literature_curated,0.800000,NCBI: OQ603352.1
PP780467.1,,Xanthomonas citri XCC27-12,1,literature_curated,0.800000,NCBI: PP780467.1
OQ603350.1,,Pseudomonas sp. KB1,1,literature_curated,0.800000,NCBI: OQ603350.1
OR820514.1,NZ_CP155948,Xanthomonas campestris pv. campestris str. 8004,1,literature_curated,0.800000,NCBI: OR820514.1
OQ603349.1,,Pseudomonas sp. F,1,literature_curated,0.800000,NCBI: OQ603349.1
PP079418.1,,Stenotrophomonas maltophilia 1640,1,literature_curated,0.800000,NCBI: PP079418.1
OR997969.1,KY000037,Agrobacterium sp.,1,literature_curated,0.800000,NCBI: OR997969.1
OR997970.1,PQ650120,Pseudomonas sp.,1,literature_curated,0.800000,NCBI: OR997970.1
PP079417.1,,Stenotrophomonas maltophilia 1640,1,literature_curated,0.800000,NCBI: PP079417.1
OR842880.1,NZ_CP155977,Xanthomonas campestris pv. campestris,1,literature_curated,0.800000,NCBI: OR842880.1
PP079416.1,,Stenotrophomonas maltophilia 1640,1,literature_curated,0.800000,NCBI: PP079416.1
PP313117.1,,Xanthomonas vasicola pv. musacearum Xvm9-7,1,literature_curated,0.800000,NCBI: PP313117.1
PP079415.1,,Xanthomonas euvesicatoria 1940,1,literature_curated,0.800000,NCBI: PP079415.1
PP079413.1,,Xanthomonas euvesicatoria 1940,1,literature_curated,0.800000,NCBI: PP079413.1
PP079414.1,,Xanthomonas euvesicatoria 1940,1,literature_curated,0.800000,NCBI: PP079414.1
PX843243.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843243.1
PX843241.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843241.1
PX843241.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843241.1
PX843241.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843241.1
PX843243.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843243.1
PX843243.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843243.1
PX843243.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843243.1
PX843242.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843242.1
PX843242.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843242.1
PQ305824.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PQ305824.1
PX843242.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843242.1
PX843242.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843242.1
PX380000.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX380000.1
PX843241.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843241.1
PX670425.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX670425.1
PX377017.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX377017.1
PX377017.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX377017.1
PX380000.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX380000.1
PX377017.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX377017.1
PX377017.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX377017.1
PX585177.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX585177.1
PX380000.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX380000.1
PX380000.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX380000.1
PX585177.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX585177.1
PX585177.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX585177.1
PX843244.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843244.1
PX585177.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX585177.1
PX843244.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843244.1
PX789325.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789325.1
PX843244.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843244.1
PX866601.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX866601.1
PX259653.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX259653.1
PX866605.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX866605.1
PX866605.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX866605.1
PX866605.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX866605.1
PX866605.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX866605.1
PX866603.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX866603.1
PX866603.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX866603.1
PX866603.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX866603.1
PX866603.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX866603.1
PX670425.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX670425.1
PX866601.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX866601.1
PX866601.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX866601.1
PX866601.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX866601.1
PX843244.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843244.1
PX866597.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX866597.1
PX866597.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX866597.1
PX866597.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX866597.1
PX866597.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX866597.1
PX843246.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843246.1
PX843246.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843246.1
PX843246.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843246.1
PX843246.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843246.1
PX843245.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843245.1
PX843245.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843245.1
PX843245.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843245.1
PX843245.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX843245.1
PX670425.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX670425.1
PX789328.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789328.1
PX670425.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX670425.1
PX789326.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789326.1
PX789329.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789329.1
PX789329.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789329.1
PX789328.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789328.1
PX789324.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789324.1
PX789328.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789328.1
PX789328.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789328.1
PX789327.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789327.1
PX789327.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789327.1
PX789327.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789327.1
PX789327.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789327.1
PX789326.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789326.1
PX789326.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789326.1
PQ305824.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PQ305824.1
PX866998.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX866998.1
PX789326.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789326.1
PX789325.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789325.1
PQ072796.2,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PQ072796.2
PQ072796.2,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PQ072796.2
PX789325.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789325.1
PX259653.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX259653.1
PQ072796.2,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PQ072796.2
PQ072796.2,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PQ072796.2
PX789325.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789325.1
PX789324.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789324.1
PX789324.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789324.1
PX789324.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789324.1
PX789329.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789329.1
PX789329.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX789329.1
PX395730.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX395730.1
PX395730.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX395730.1
PX866998.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX866998.1
PX866998.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX866998.1
PX866998.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX866998.1
PX884080.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX884080.1
PX884080.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX884080.1
PX884080.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX884080.1
PX884080.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX884080.1
PX884079.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX884079.1
PX884079.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX884079.1
PX884079.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX884079.1
PX884079.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX884079.1
PX884078.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX884078.1
PX884078.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX884078.1
PX884078.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX884078.1
PX884078.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX884078.1
PX852194.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX852194.1
PX852194.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX852194.1
PX852194.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX852194.1
PX852194.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX852194.1
PX852245.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX852245.1
